open,high,low,close
1214.3,1215.3,1213.78,1214.03
1214.04,1214.4,1213.29,1214.27
1214.26,1214.61,1213.9,1214.23
1214.22,1214.5,1213.32,1213.5
1213.51,1214.38,1213.12,1214.27
1214.26,1214.26,1212.55,1212.55
1212.55,1213.21,1212.16,1213.01
1213.02,1221.0,1212.72,1219.17
1219.17,1232.27,1218.54,1225.33
1225.34,1227.97,1223.11,1223.75
1223.74,1225.06,1222.55,1223.62
1223.63,1229.3,1223.62,1225.76
1225.75,1227.98,1225.19,1226.73
1226.73,1236.59,1226.73,1230.71
1230.71,1232.87,1228.67,1231.06
1231.06,1258.53,1231.06,1249.59
1249.58,1250.89,1246.0,1247.45
1247.46,1250.7,1246.16,1246.92
1246.91,1252.99,1246.63,1250.33
1250.33,1254.99,1248.61,1249.49
1249.49,1252.76,1249.48,1250.08
1250.07,1253.38,1250.07,1251.65
1251.66,1252.27,1250.0,1250.25
1250.24,1251.23,1247.73,1248.39
1248.38,1249.7,1248.38,1248.71
1248.71,1249.61,1247.24,1247.34
1247.33,1248.54,1247.08,1247.99
1247.99,1248.69,1247.1,1247.32
1247.32,1250.44,1247.31,1248.65
1248.65,1249.15,1247.91,1248.64
1248.63,1251.4,1248.63,1250.15
1250.16,1251.95,1247.35,1250.19
1250.2,1250.54,1248.83,1249.98
1249.98,1251.99,1248.86,1251.65
1251.65,1253.0,1250.01,1251.77
1251.78,1253.78,1251.53,1252.46
1252.45,1261.05,1248.23,1249.82
1249.82,1250.56,1248.13,1249.19
1249.18,1251.56,1249.18,1250.46
1250.45,1251.28,1249.8,1250.81
1250.82,1251.19,1250.23,1250.6
1250.6,1251.36,1250.09,1251.35
1251.36,1251.74,1249.0,1249.44
1249.43,1249.8,1249.0,1249.03
1249.03,1250.23,1249.02,1249.93
1249.93,1250.19,1248.55,1248.56
1248.55,1249.89,1248.5,1249.78
1249.78,1250.19,1249.28,1249.9
1249.9,1250.12,1249.57,1249.99
1249.98,1251.0,1249.65,1250.92
1250.92,1253.7,1250.37,1251.16
1251.17,1253.86,1251.16,1253.13
1253.14,1254.7,1251.94,1254.67
1254.67,1256.15,1251.39,1252.03
1252.03,1252.3,1250.31,1250.66
1250.66,1252.37,1250.34,1251.37
1251.36,1253.0,1251.2,1252.2
1252.2,1252.88,1252.03,1252.77
1252.77,1253.55,1252.34,1253.18
1253.18,1253.3,1250.24,1250.24
1250.23,1252.55,1249.57,1251.79
1251.79,1255.0,1249.59,1250.8
1250.8,1251.58,1248.5,1250.72
1250.72,1253.31,1238.61,1247.88
1247.88,1250.66,1247.88,1249.9
1249.9,1253.69,1248.86,1253.05
1253.05,1259.02,1253.01,1255.9
1255.91,1256.36,1250.57,1255.98
1255.98,1257.59,1251.79,1253.55
1253.54,1255.0,1251.73,1252.01
1252.0,1254.26,1251.66,1253.55
1253.54,1253.79,1252.23,1252.8
1252.81,1255.82,1252.58,1255.7
1255.69,1275.0,1255.69,1264.49
1264.5,1265.55,1259.47,1259.83
1259.82,1261.82,1256.91,1261.04
1261.04,1264.41,1260.65,1262.6
1262.61,1265.73,1262.28,1263.64
1263.64,1267.71,1261.5,1261.56
1261.54,1265.5,1254.45,1256.08
1256.08,1261.43,1250.88,1252.77
1252.78,1255.6,1250.79,1254.29
1254.3,1255.49,1251.03,1254.14
1254.14,1254.28,1251.49,1251.69
1251.69,1253.84,1250.62,1252.6
1252.61,1253.01,1243.04,1249.48
1249.48,1251.52,1247.35,1250.78
1250.78,1252.94,1250.03,1252.19
1252.18,1253.05,1251.39,1252.65
1252.65,1253.22,1251.13,1251.35
1251.36,1252.54,1251.17,1252.53
1252.54,1253.54,1252.05,1252.05
1252.05,1254.47,1251.7,1254.07
1254.08,1257.83,1253.3,1254.94
1254.94,1254.95,1252.51,1252.83
1252.84,1256.35,1252.5,1255.95
1255.94,1256.55,1254.89,1256.27
1256.27,1257.1,1255.77,1255.79
1255.8,1257.35,1254.97,1256.39
1256.39,1257.09,1256.0,1256.99
1256.99,1260.0,1255.74,1256.63
1256.64,1256.64,1254.11,1254.4
1254.4,1255.71,1252.8,1253.6
1253.61,1255.19,1252.02,1253.37
1253.36,1254.81,1253.18,1254.15
1254.14,1256.71,1253.93,1255.17
1255.17,1256.4,1253.66,1253.69
1253.69,1254.13,1252.18,1252.94
1252.93,1254.2,1252.2,1252.78
1252.78,1253.98,1252.49,1253.2
1253.2,1254.52,1253.16,1253.64
1253.64,1253.67,1252.01,1253.48
1253.48,1253.72,1251.66,1253.05
1253.05,1253.48,1251.67,1252.07
1252.07,1252.89,1251.51,1252.59
1252.59,1254.09,1251.92,1253.66
1253.65,1254.11,1253.27,1253.39
1253.39,1253.93,1252.14,1253.92
1253.93,1254.13,1252.7,1252.7
1252.7,1254.18,1252.39,1254.04
1254.05,1254.76,1253.25,1253.25
1253.26,1253.87,1252.33,1252.92
1252.91,1253.77,1252.19,1253.02
1253.02,1253.13,1251.64,1252.8
1252.8,1253.81,1250.62,1251.16
1251.15,1251.56,1247.7,1250.41
1250.41,1251.64,1250.0,1250.53
1250.52,1251.0,1250.01,1250.2
1250.21,1250.3,1247.13,1248.35
1248.34,1249.99,1248.18,1249.49
1249.49,1250.97,1249.34,1250.91
1250.91,1251.31,1249.71,1250.63
1250.64,1250.64,1249.51,1249.87
1249.87,1249.87,1247.86,1249.58
1249.58,1251.79,1249.47,1250.63
1250.63,1250.63,1246.99,1248.74
1248.74,1250.07,1248.05,1248.98
1248.99,1249.66,1246.72,1247.73
1247.73,1248.66,1245.0,1248.66
1248.66,1250.27,1248.31,1250.0
1250.0,1251.57,1250.0,1250.6
1250.59,1252.73,1250.59,1251.56
1251.56,1251.68,1250.71,1251.24
1251.24,1251.77,1250.84,1251.63
1251.63,1251.98,1250.38,1250.78
1250.79,1252.5,1250.66,1252.28
1252.27,1255.9,1251.76,1255.34
1255.35,1255.65,1252.0,1252.64
1252.63,1252.65,1251.25,1251.46
1251.45,1253.29,1251.45,1252.5
1252.49,1253.0,1252.15,1252.35
1252.35,1252.92,1251.98,1252.92
1252.92,1253.53,1249.67,1251.36
1251.35,1252.98,1247.38,1249.85
1249.84,1250.42,1246.17,1246.58
1246.58,1249.64,1245.5,1249.02
1249.01,1250.35,1247.89,1249.49
1249.49,1249.81,1242.22,1244.63
1244.63,1248.57,1242.86,1248.03
1248.03,1252.74,1247.33,1252.08
1252.08,1252.72,1248.8,1249.96
1249.95,1251.28,1248.02,1250.99
1251.0,1251.14,1247.61,1248.72
1248.72,1250.0,1247.31,1249.25
1249.25,1249.5,1246.5,1247.68
1247.67,1248.8,1246.93,1248.5
1248.5,1248.77,1247.63,1248.22
1248.21,1249.74,1247.74,1248.62
1248.62,1249.0,1246.97,1247.88
1247.87,1248.9,1246.77,1246.98
1246.98,1247.38,1246.36,1246.79
1246.79,1248.27,1246.34,1247.38
1247.38,1250.99,1247.38,1250.62
1250.62,1251.46,1249.77,1250.07
1250.06,1251.35,1250.0,1250.8
1250.81,1251.9,1250.61,1251.51
1251.51,1253.55,1251.07,1251.7
1251.7,1253.88,1251.61,1253.15
1253.14,1254.92,1253.09,1253.22
1253.22,1253.92,1252.5,1252.51
1252.51,1252.98,1251.76,1252.11
1252.1,1254.04,1252.05,1253.14
1253.13,1253.96,1252.71,1253.44
1253.45,1253.9,1252.31,1253.03
1253.02,1253.19,1251.0,1251.74
1251.73,1252.64,1250.64,1251.6
1251.61,1253.04,1251.1,1251.96
1251.96,1252.31,1251.48,1252.21
1252.22,1252.61,1251.65,1251.82
1251.81,1252.17,1250.18,1251.84
1251.83,1251.84,1250.0,1250.37
1250.36,1252.79,1249.36,1251.8
1251.8,1252.08,1247.38,1249.38
1249.38,1250.0,1248.91,1249.99
1249.99,1251.87,1249.0,1251.08
1251.08,1251.7,1249.63,1250.05
1250.05,1252.4,1249.62,1252.03
1252.03,1254.74,1252.03,1253.75
1253.76,1258.98,1253.63,1255.16
1255.15,1255.47,1254.0,1254.72
1254.72,1255.2,1253.81,1254.16
1254.16,1254.6,1253.69,1254.6
1254.6,1254.65,1250.5,1250.81
1250.81,1251.28,1247.4,1248.92
1248.92,1250.47,1248.87,1248.88
1248.87,1251.6,1248.6,1250.73
1250.73,1251.67,1250.65,1251.65
1251.66,1252.17,1250.33,1250.6
1250.6,1252.76,1249.92,1252.5
1252.5,1252.75,1250.73,1252.42
1252.42,1252.92,1250.23,1250.56
1250.57,1251.78,1250.22,1250.51
1250.5,1250.51,1248.7,1248.78
1248.78,1250.41,1247.83,1249.57
1249.57,1250.99,1248.7,1250.73
1250.74,1250.74,1248.46,1249.79
1249.78,1249.93,1248.82,1248.9
1248.91,1249.23,1246.15,1248.06
1248.05,1249.19,1247.72,1249.01
1249.02,1249.02,1247.76,1248.06
1248.06,1248.14,1246.28,1246.54
1246.53,1248.48,1245.02,1248.42
1248.41,1248.54,1247.08,1247.51
1247.5,1248.06,1246.11,1246.46
1246.45,1247.89,1245.86,1247.49
1247.49,1247.8,1246.5,1246.78
1246.77,1247.5,1246.65,1247.45
1247.45,1248.65,1247.37,1248.06
1248.06,1249.3,1248.01,1248.8
1248.8,1249.6,1248.43,1249.53
1249.52,1249.89,1248.94,1249.0
1249.0,1249.0,1245.49,1246.89
1246.89,1248.4,1245.87,1247.98
1247.98,1248.46,1246.42,1247.45
1247.44,1249.12,1246.98,1247.96
1247.96,1248.4,1247.63,1247.87
1247.86,1248.47,1247.43,1247.49
1247.49,1248.46,1247.44,1247.77
1247.77,1247.83,1243.71,1245.27
1245.27,1246.56,1235.0,1244.21
1244.22,1244.46,1241.59,1243.0
1243.0,1244.4,1240.22,1243.92
1243.92,1244.39,1243.0,1243.2
1243.2,1243.8,1241.95,1242.0
1242.01,1242.9,1241.35,1241.96
1241.97,1244.3,1241.73,1243.55
1243.55,1244.8,1243.16,1243.75
1243.74,1243.75,1239.64,1241.88
1241.88,1243.79,1238.2,1238.58
1238.58,1249.0,1233.0,1248.2
1248.19,1253.88,1248.19,1250.35
1250.35,1251.29,1248.14,1248.66
1248.66,1250.6,1247.57,1250.24
1250.24,1252.83,1246.26,1246.51
1246.51,1249.22,1245.55,1247.72
1247.72,1252.39,1247.72,1250.53
1250.56,1251.91,1249.68,1249.77
1249.77,1267.65,1249.72,1257.98
1257.97,1266.46,1257.97,1262.48
1262.48,1268.58,1259.7,1259.75
1259.75,1261.67,1259.51,1259.68
1259.69,1262.69,1259.52,1261.01
1261.0,1265.7,1260.39,1263.76
1263.77,1269.7,1263.23,1263.48
1263.48,1265.31,1262.5,1263.56
1263.56,1264.24,1261.51,1262.95
1262.94,1263.69,1262.37,1263.19
1263.18,1268.65,1263.18,1266.01
1266.02,1269.88,1265.86,1267.15
1267.15,1268.48,1266.42,1266.57
1266.58,1266.98,1265.16,1266.07
1266.07,1266.91,1264.36,1264.98
1264.98,1268.23,1264.45,1266.81
1266.81,1277.77,1266.56,1272.18
1272.18,1274.53,1271.33,1272.76
1272.77,1275.9,1270.34,1271.11
1271.11,1273.87,1267.4,1267.89
1267.9,1269.24,1267.05,1267.14
1267.15,1267.46,1265.06,1265.34
1265.34,1266.4,1264.5,1265.3
1265.3,1266.78,1265.22,1265.8
1265.8,1267.53,1265.76,1267.19
1267.19,1267.28,1264.69,1265.5
1265.5,1266.2,1265.19,1266.2
1266.2,1267.0,1266.16,1266.94
1266.94,1267.69,1265.78,1266.48
1266.49,1269.99,1266.48,1268.93
1268.92,1271.35,1267.33,1270.84
1270.82,1270.82,1268.75,1268.96
1268.96,1269.3,1267.56,1267.56
1267.56,1270.44,1267.56,1268.54
1268.54,1268.83,1265.64,1266.82
1266.82,1267.47,1266.69,1266.83
1266.83,1268.81,1266.82,1268.59
1268.6,1270.3,1267.86,1270.23
1270.22,1270.66,1268.76,1269.53
1269.53,1269.53,1267.77,1268.38
1268.39,1269.81,1268.38,1268.91
1268.91,1269.09,1267.76,1267.99
1267.98,1268.54,1267.42,1267.77
1267.76,1268.0,1265.69,1265.9
1265.9,1266.32,1265.88,1266.22
1266.22,1266.28,1265.4,1266.02
1266.01,1266.13,1265.0,1265.9
1265.91,1266.46,1265.89,1266.45
1266.46,1266.61,1265.1,1265.16
1265.16,1266.05,1264.5,1266.05
1266.04,1266.05,1265.18,1265.19
1265.18,1265.4,1264.11,1264.58
1264.58,1264.83,1263.01,1264.0
1263.99,1264.24,1263.66,1264.17
1264.16,1264.23,1263.0,1263.81
1263.81,1264.32,1263.01,1263.96
1263.96,1264.01,1263.41,1263.59
1263.6,1264.0,1263.52,1263.78
1263.79,1263.85,1261.03,1262.66
1262.66,1263.76,1262.14,1263.52
1263.52,1264.17,1263.41,1264.1
1264.11,1264.3,1263.94,1264.3
1264.3,1265.0,1264.2,1264.99
1265.0,1265.44,1264.83,1265.15
1265.15,1266.0,1265.06,1265.99
1266.0,1266.4,1265.47,1266.0
1266.0,1266.42,1264.4,1264.4
1264.41,1266.0,1263.58,1263.62
1263.62,1265.89,1263.56,1265.89
1265.89,1266.05,1264.0,1264.33
1264.32,1264.33,1263.26,1264.16
1264.16,1264.45,1263.19,1264.05
1264.05,1264.66,1263.63,1264.6
1264.61,1265.84,1264.6,1264.66
1264.67,1265.02,1264.24,1264.83
1264.83,1264.83,1264.18,1264.18
1264.19,1264.36,1263.44,1263.45
1263.46,1263.72,1263.36,1263.39
1263.39,1263.4,1262.13,1263.19
1263.19,1263.55,1262.53,1263.55
1263.55,1263.69,1263.34,1263.34
1263.35,1263.77,1263.11,1263.12
1263.11,1263.11,1260.63,1262.52
1262.52,1262.97,1261.84,1262.6
1262.6,1262.78,1260.54,1262.74
1262.73,1263.46,1262.73,1263.0
1263.0,1264.37,1263.0,1264.17
1264.16,1264.75,1263.91,1264.64
1264.64,1264.87,1263.42,1263.54
1263.54,1263.76,1261.4,1262.31
1262.31,1262.33,1260.53,1262.16
1262.17,1263.72,1261.95,1263.72
