1700797500000,2066.09000000,2066.55000000,2066.09000000,2066.44000000,123.20340000,1700797679999,254584.45381500,519,27.03260000,55857.92541800,0
1700797680000,2066.44000000,2066.46000000,2065.39000000,2065.40000000,274.31380000,1700797859999,566725.57098000,446,27.15030000,56088.70531100,0
1700797860000,2065.39000000,2065.76000000,2063.32000000,2063.81000000,826.15440000,1700798039999,1705457.95001000,1081,216.62400000,447108.67020200,0
1700798040000,2063.81000000,2064.52000000,2063.81000000,2064.46000000,187.62940000,1700798219999,387314.75682200,433,116.52120000,240521.11859100,0
1700798220000,2064.45000000,2064.46000000,2063.80000000,2064.00000000,416.32750000,1700798399999,859316.70899800,510,228.88930000,472432.97273500,0
1700798400000,2064.00000000,2065.47000000,2064.00000000,2064.79000000,260.03480000,1700798579999,536845.99220200,631,134.90200000,278501.26006300,0
1700798580000,2064.79000000,2064.83000000,2064.00000000,2064.82000000,268.06830000,1700798759999,553373.91978300,495,80.49220000,166163.23485400,0
1700798760000,2064.82000000,2065.33000000,2064.42000000,2064.43000000,114.87500000,1700798939999,237226.88648600,464,48.86790000,100910.76275700,0
1700798940000,2064.43000000,2064.96000000,2064.25000000,2064.91000000,240.33590000,1700799119999,496172.80401400,501,185.69820000,383358.25024000,0
1700799120000,2064.91000000,2064.92000000,2064.63000000,2064.63000000,85.48620000,1700799299999,176509.70820200,411,17.44580000,36021.09096700,0
1700799300000,2064.63000000,2064.75000000,2064.08000000,2064.44000000,317.62490000,1700799479999,655739.63177800,442,83.44190000,172275.34504600,0
1700799480000,2064.44000000,2065.80000000,2064.44000000,2065.80000000,122.24360000,1700799659999,252454.17030100,440,103.87800000,214525.49418000,0
1700799660000,2065.79000000,2066.57000000,2065.79000000,2065.95000000,203.73070000,1700799839999,420949.20199300,622,107.05820000,221194.75174700,0
1700799840000,2065.95000000,2065.95000000,2065.35000000,2065.68000000,184.26210000,1700800019999,380635.92315900,429,127.50900000,263397.03903900,0
1700800020000,2065.68000000,2065.69000000,2065.38000000,2065.38000000,134.27940000,1700800199999,277354.08010500,300,65.92120000,136159.37688500,0
1700800200000,2065.39000000,2065.81000000,2065.33000000,2065.81000000,354.58170000,1700800379999,732363.17386300,466,231.92090000,479023.83080300,0
1700800380000,2065.80000000,2070.38000000,2065.80000000,2068.12000000,4264.43130000,1700800559999,8823112.16629100,2889,3161.03630000,6539673.03736000,0
1700800560000,2068.12000000,2068.25000000,2062.97000000,2063.30000000,5232.33740000,1700800739999,10802956.43357900,3055,597.26240000,1232867.69950300,0
1700800740000,2063.30000000,2069.01000000,2062.04000000,2068.56000000,6457.09900000,1700800919999,13336580.71906300,3309,3154.65230000,6517492.49521000,0
1700800920000,2068.57000000,2068.57000000,2067.51000000,2067.52000000,189.03740000,1700801099999,390904.06734200,586,65.37960000,135182.03502100,0
1700801100000,2067.52000000,2068.33000000,2066.90000000,2068.09000000,136.47290000,1700801279999,282171.83880200,590,29.85920000,61734.04519100,0
1700801280000,2068.10000000,2068.10000000,2067.64000000,2067.65000000,127.17510000,1700801459999,262976.05589700,442,58.62270000,121226.21342400,0
1700801460000,2067.65000000,2069.33000000,2067.64000000,2068.56000000,219.09810000,1700801639999,453288.62891100,600,141.95780000,293700.07550100,0
1700801640000,2068.57000000,2069.20000000,2068.26000000,2068.90000000,90.15860000,1700801819999,186503.79395500,547,48.08420000,99469.01766200,0
1700801820000,2068.89000000,2068.97000000,2068.10000000,2068.10000000,243.54470000,1700801999999,503725.22658600,611,128.43160000,265626.67640800,0
1700802000000,2068.10000000,2068.20000000,2067.64000000,2068.05000000,65.05240000,1700802179999,134518.75713300,485,24.33450000,50320.01754400,0
1700802180000,2068.05000000,2068.13000000,2066.99000000,2067.13000000,96.72020000,1700802359999,199987.88282100,601,31.03710000,64175.95978400,0
1700802360000,2067.13000000,2067.43000000,2065.02000000,2065.03000000,184.59300000,1700802539999,381465.33383200,732,58.12790000,120133.53514300,0
1700802540000,2065.02000000,2066.32000000,2064.79000000,2066.31000000,173.05950000,1700802719999,357420.78948900,643,76.52130000,158034.27808700,0
1700802720000,2066.31000000,2067.37000000,2066.29000000,2067.37000000,100.07990000,1700802899999,206853.07277600,490,61.57620000,127267.79061000,0
1700802900000,2067.37000000,2067.92000000,2066.89000000,2066.89000000,150.23980000,1700803079999,310633.41430100,618,76.31190000,157773.45539100,0
1700803080000,2066.89000000,2067.11000000,2065.40000000,2067.10000000,118.40040000,1700803259999,244597.39300600,714,50.97650000,105308.59159200,0
1700803260000,2067.11000000,2067.11000000,2066.15000000,2066.15000000,82.74810000,1700803439999,171018.81612600,487,26.94650000,55692.48694300,0
1700803440000,2066.15000000,2067.93000000,2066.15000000,2067.92000000,108.10870000,1700803619999,223484.89004600,556,72.50280000,149885.94384300,0
